region_fips,locality,estimate,moe,total_units,percent,level,rent_burden,year
003;540,Charlottesville-Albemarle Region,6023,638.1653390775779,26429,22.79,Burdened,30% to 49% household income,2023
003;540,Charlottesville-Albemarle Region,12044,864.9075095060743,26429,45.57,Not burdened,Less than 30% household income,2023
003;540,Charlottesville-Albemarle Region,6750,612.6279458202996,26429,25.54,Severely Burdened,Over 50% household income,2023
