region_fips,locality,estimate,moe,total_households,percent,label,year
003;540,Charlottesville-Albemarle Region,38334,821.2867952183329,64763,59.19,Owner occupied,2023
003;540,Charlottesville-Albemarle Region,26429,876.5249568608986,64763,40.81,Renter occupied,2023
