GEOID,tract,locality,race,group_total,group_total_moe,edu_level,estimate,percent,year,county,locality_num,tract_num,tractnames
51003010100,Census Tract 101,Albemarle County,White,3233,389,less_than_hs,224,6.93,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,White,3233,389,hs_only,932,28.83,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,White,3233,389,bachelors_up,2077,64.24,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,White_non_hisp,3224,386,less_than_hs,224,6.95,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,White_non_hisp,3224,386,hs_only,923,28.63,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,White_non_hisp,3224,386,bachelors_up,2077,64.42,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Black,177,134,less_than_hs,5,2.82,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Black,177,134,hs_only,61,34.46,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Black,177,134,bachelors_up,111,62.71,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Amer_Indian,0,13,less_than_hs,0,NA,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Amer_Indian,0,13,hs_only,0,NA,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Amer_Indian,0,13,bachelors_up,0,NA,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Asian,0,13,less_than_hs,0,NA,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Asian,0,13,hs_only,0,NA,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Asian,0,13,bachelors_up,0,NA,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,NHPI,0,13,less_than_hs,0,NA,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,NHPI,0,13,hs_only,0,NA,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,NHPI,0,13,bachelors_up,0,NA,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Other,22,28,less_than_hs,8,36.36,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Other,22,28,hs_only,0,0,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Other,22,28,bachelors_up,14,63.64,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Multi,139,121,less_than_hs,0,0,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Multi,139,121,hs_only,48,34.53,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Multi,139,121,bachelors_up,91,65.47,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Hispanic,51,81,less_than_hs,8,15.69,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Hispanic,51,81,hs_only,9,17.65,2023,Albemarle,003,010100,Free Union
51003010100,Census Tract 101,Albemarle County,Hispanic,51,81,bachelors_up,34,66.67,2023,Albemarle,003,010100,Free Union
51003010201,Census Tract 102.01,Albemarle County,White,3015,467,less_than_hs,76,2.52,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Census Tract 102.01,Albemarle County,White,3015,467,hs_only,1141,37.84,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
