fips,county,bac_deg,grad_deg,hs_grad,pers_earn,life_exp,school_enroll,ahdi_health,ahdi_ed_attainment,ahdi_ed_enroll,ahdi_ed,ahdi_income,ahdi
00000,United States,33.1,12.8,88.6,36519,79.08913021,77.3,5.4538042541666645,5.633333333333331,4.942857142857142,5.403174603174602,5.206238363007278,5.3544057401161815
51000,total,39.6,17.2,90,40405,79.478556461,77.7,5.616065192083331,6.453333333333333,5.057142857142858,5.987936507936508,5.907302415551086,5.837101371856975
51003,Albemarle,60.6,30.4,95.2,44030,83.0042709,87.4,7.085112874999998,9.08,7.82857142857143,8.662857142857144,6.502963815763785,7.416977944540309
51015,Augusta,19.4,5.5,87.5,37723,80.747348293,73.4,6.144728455416667,4.159999999999999,3.82857142857143,4.0495238095238095,5.431124048940501,5.208458771293659
51059,Fairfax,62.4,30.9,92.7,56502,85.331161334,81.4,8.054650555833334,9.066666666666666,6.114285714285716,8.082539682539682,8.232070348542234,8.123086862305083
51165,Rockingham,26.2,11.3,84.3,32138,80.740228021,76.7,6.141761675416664,4.786666666666666,4.771428571428572,4.781587301587302,4.320254472654032,5.081201149885999
51179,Stafford,40,15.6,93.3,46326,80.323687086,73.6,5.968202952500002,6.593333333333332,3.885714285714284,5.690793650793649,6.855379557631178,6.1714587203082765
51540,Charlottesville City,54.9,28.5,91.1,31970,79.751236188,87.3,5.729681744999997,8.299999999999999,7.799999999999999,8.133333333333333,4.283917816481643,6.048977631604991
