state,puma12,puma22,stab,PUMA12name,PUMA22name,pop20,afact,AFACT2
State code,PUMA (2012),PUMA (2022),State abbr.,PUMA12 name,PUMA22 name,Total population (2020 Census),puma12-to-puma22 allocation factor,puma22-to-puma12 allocation factor
34,1201,1201,NJ,Ocean County (South),Ocean County (South),123951,0.9987,0.9993
34,1201,1204,NJ,Ocean County (South),Ocean County (Northwest),159,0.0013,0.0014
34,1202,1201,NJ,Ocean County (Central)--Beachwood Borough,Ocean County (South),81,0.0007,0.0007
34,1202,1202,NJ,Ocean County (Central)--Beachwood Borough,Ocean County (Central)--Toms River & Berkeley,110391,0.9993,0.6904
34,1203,1202,NJ,Ocean County (North Central),Ocean County (Central)--Toms River & Berkeley,29040,0.159,0.1816
34,1203,1203,NJ,Ocean County (North Central),Ocean County (Lakewood),134991,0.7389,0.9988
34,1203,1205,NJ,Ocean County (North Central),Ocean County (Northeast)--Brick & Point Pleasant,18666,0.1022,0.1799
34,1204,1102,NJ,Ocean County (Northwest),"Monmouth County (Southwest)--Freehold, Manalapan",80,0.0007,0.0007
34,1204,1106,NJ,Ocean County (Northwest),Monmouth County (Central),42,0.0004,0.0004
34,1204,1202,NJ,Ocean County (Northwest),Ocean County (Central)--Toms River & Berkeley,1337,0.0115,0.0084
34,1204,1203,NJ,Ocean County (Northwest),Ocean County (Lakewood),167,0.0014,0.0012
34,1204,1204,NJ,Ocean County (Northwest),Ocean County (Northwest),114082,0.9845,0.9975
34,1204,2003,NJ,Ocean County (Northwest),Burlington County (South & East),165,0.0014,0.0012
34,1205,1101,NJ,Ocean County (Northeast)--Point Pleasant Borough,"Monmouth County (Southeast)--Wall, Tinton Falls (South)",72,0.0007,0.0007
34,1205,1202,NJ,Ocean County (Northeast)--Point Pleasant Borough,Ocean County (Central)--Toms River & Berkeley,19122,0.1841,0.1196
34,1205,1205,NJ,Ocean County (Northeast)--Point Pleasant Borough,Ocean County (Northeast)--Brick & Point Pleasant,84660,0.8152,0.8157
34,1301,1401,NJ,Essex County (Southeast)--Newark City (North & East),Essex County (Northeast)--Bloomfield,207,0.0012,0.0017
34,1301,1406,NJ,Essex County (Southeast)--Newark City (North & East),Essex County (Southeast)--Newark (North & East),156402,0.9189,1
34,1301,1407,NJ,Essex County (Southeast)--Newark City (North & East),Essex County (Southeast)--Newark (West & Southwest),13604,0.0799,0.0877
34,1302,1402,NJ,Essex County (Southeast)--Newark City (Southwest),Essex County (South Central)--Irvington,434,0.003,0.0041
34,1302,1405,NJ,Essex County (Southeast)--Newark City (Southwest),Essex County (Central)--Orange & East Orange,38,0.0003,0.0004
34,1302,1407,NJ,Essex County (Southeast)--Newark City (Southwest),Essex County (Southeast)--Newark (West & Southwest),141404,0.9921,0.9114
34,1302,1901,NJ,Essex County (Southeast)--Newark City (Southwest),Union County (North Central)--Union Twp & Roselle Park,648,0.0045,0.0062
34,1401,1401,NJ,Essex County (Northeast),Essex County (Northeast)--Bloomfield,121038,0.9916,0.9964
34,1401,1403,NJ,Essex County (Northeast),Essex County (Northwest)--Montclair,522,0.0043,0.0046
34,1401,1405,NJ,Essex County (Northeast),Essex County (Central)--Orange & East Orange,503,0.0041,0.0048
34,1402,1401,NJ,Essex County (South Central)--East Orange City,Essex County (Northeast)--Bloomfield,209,0.001,0.0017
34,1402,1402,NJ,Essex County (South Central)--East Orange City,Essex County (South Central)--Irvington,104656,0.4987,0.9935
34,1402,1404,NJ,Essex County (South Central)--East Orange City,Essex County (Southwest)--West Orange & Livingston,663,0.0032,0.0061
34,1402,1405,NJ,Essex County (South Central)--East Orange City,Essex County (Central)--Orange & East Orange,103188,0.4917,0.9916
34,1402,1407,NJ,Essex County (South Central)--East Orange City,Essex County (Southeast)--Newark (West & Southwest),137,0.0007,0.0009
34,1402,1901,NJ,Essex County (South Central)--East Orange City,Union County (North Central)--Union Twp & Roselle Park,1022,0.0049,0.0098
34,1403,502,NJ,Essex County (Northwest),Passaic County (Central)--Hawthorne,1508,0.0131,0.0132
34,1403,1401,NJ,Essex County (Northwest),Essex County (Northeast)--Bloomfield,16,0.0001,0.0001
34,1403,1403,NJ,Essex County (Northwest),Essex County (Northwest)--Montclair,112486,0.9786,0.9944
34,1403,1404,NJ,Essex County (Northwest),Essex County (Southwest)--West Orange & Livingston,931,0.0081,0.0086
34,1404,1402,NJ,Essex County (Southwest),Essex County (South Central)--Irvington,139,0.0013,0.0013
34,1404,1403,NJ,Essex County (Southwest),Essex County (Northwest)--Montclair,116,0.0011,0.001
34,1404,1404,NJ,Essex County (Southwest),Essex County (Southwest)--West Orange & Livingston,105683,0.993,0.9769
34,1404,1405,NJ,Essex County (Southwest),Essex County (Central)--Orange & East Orange,330,0.0031,0.0032
34,1404,1902,NJ,Essex County (Southwest),Union County (Northwest)--Summit & Cranford,161,0.0015,0.0016
34,1501,504,NJ,Morris County (North)--Dover Town & Kinnelon Borough,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",70,0.0005,0.0007
34,1501,1501,NJ,Morris County (North)--Dover Town & Kinnelon Borough,Morris County (North)--Dover Town & Kinnelon Borough,129923,0.9893,0.977
34,1501,1502,NJ,Morris County (North)--Dover Town & Kinnelon Borough,Morris County (West),914,0.007,0.0069
34,1501,1503,NJ,Morris County (North)--Dover Town & Kinnelon Borough,Morris County (East)--Lincoln Park Borough,418,0.0032,0.0035
34,1501,1600,NJ,Morris County (North)--Dover Town & Kinnelon Borough,Sussex County,3,0,0
34,1502,800,NJ,Morris County (West),Hunterdon County,94,0.0007,0.0007
34,1502,1501,NJ,Morris County (West),Morris County (North)--Dover Town & Kinnelon Borough,575,0.0043,0.0043
34,1502,1502,NJ,Morris County (West),Morris County (West),130620,0.987,0.991
34,1502,1503,NJ,Morris County (West),Morris County (East)--Lincoln Park Borough,17,0.0001,0.0001
34,1502,1504,NJ,Morris County (West),"Morris County (South)--Morristown, Madison & Florham Park",1035,0.0078,0.0082
34,1503,1501,NJ,Morris County (East)--Lincoln Park Borough,Morris County (North)--Dover Town & Kinnelon Borough,2478,0.0207,0.0186
34,1503,1503,NJ,Morris County (East)--Lincoln Park Borough,Morris County (East)--Lincoln Park Borough,117086,0.9765,0.9897
34,1503,1504,NJ,Morris County (East)--Lincoln Park Borough,"Morris County (South)--Morristown, Madison & Florham Park",345,0.0029,0.0027
34,1504,1503,NJ,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs",Morris County (East)--Lincoln Park Borough,778,0.0062,0.0066
34,1504,1504,NJ,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs","Morris County (South)--Morristown, Madison & Florham Park",124821,0.9938,0.9891
34,1600,504,NJ,Sussex County,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",916,0.0063,0.0086
34,1600,1600,NJ,Sussex County,Sussex County,143618,0.9937,0.9958
34,1700,1600,NJ,Warren County,Sussex County,465,0.0042,0.0032
34,1700,1700,NJ,Warren County,Warren County,109504,0.9958,0.9988
34,1800,1406,NJ,Union County (Northeast)--Elizabeth City,Essex County (Southeast)--Newark (North & East),2,0,0
34,1800,1905,NJ,Union County (Northeast)--Elizabeth City,Union County (Northeast)--Elizabeth,136800,1,0.9964
34,1901,1402,NJ,Union County (North Central)--Roselle Park Borough,Essex County (South Central)--Irvington,115,0.0011,0.0011
34,1901,1404,NJ,Union County (North Central)--Roselle Park Borough,Essex County (Southwest)--West Orange & Livingston,264,0.0024,0.0024
34,1901,1901,NJ,Union County (North Central)--Roselle Park Borough,Union County (North Central)--Union Twp & Roselle Park,101711,0.9314,0.9726
34,1901,1902,NJ,Union County (North Central)--Roselle Park Borough,Union County (Northwest)--Summit & Cranford,610,0.0056,0.006
34,1901,1904,NJ,Union County (North Central)--Roselle Park Borough,"Union County (Southeast)--Linden, Rahway & Roselle",6009,0.055,0.0532
34,1901,1905,NJ,Union County (North Central)--Roselle Park Borough,Union County (Northeast)--Elizabeth,498,0.0046,0.0036
34,1902,1003,NJ,Union County (Northwest)--Summit City & Westfield Town (North),"Somerset County (Central)--Bridgewater, Somerville & North Plainfield",859,0.0079,0.0071
34,1902,1404,NJ,Union County (Northwest)--Summit City & Westfield Town (North),Essex County (Southwest)--West Orange & Livingston,641,0.0059,0.0059
34,1902,1901,NJ,Union County (Northwest)--Summit City & Westfield Town (North),Union County (North Central)--Union Twp & Roselle Park,1197,0.011,0.0114
34,1902,1902,NJ,Union County (Northwest)--Summit City & Westfield Town (North),Union County (Northwest)--Summit & Cranford,87454,0.8001,0.8561
34,1902,1903,NJ,Union County (Northwest)--Summit City & Westfield Town (North),Union County (Southwest)--Plainfield & Westfield,19157,0.1753,0.1619
34,1903,903,NJ,Union County (Southwest)--Plainfield City & Westfield Town (South),Middlesex County (Northwest)--North Piscataway & South Plainfield,1024,0.0094,0.0086
34,1903,1003,NJ,Union County (Southwest)--Plainfield City & Westfield Town (South),"Somerset County (Central)--Bridgewater, Somerville & North Plainfield",268,0.0024,0.0022
34,1903,1902,NJ,Union County (Southwest)--Plainfield City & Westfield Town (South),Union County (Northwest)--Summit & Cranford,9219,0.0842,0.0902
34,1903,1903,NJ,Union County (Southwest)--Plainfield City & Westfield Town (South),Union County (Southwest)--Plainfield & Westfield,98410,0.899,0.8314
34,1903,1904,NJ,Union County (Southwest)--Plainfield City & Westfield Town (South),"Union County (Southeast)--Linden, Rahway & Roselle",543,0.005,0.0048
34,1904,903,NJ,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)",Middlesex County (Northwest)--North Piscataway & South Plainfield,137,0.0012,0.0012
34,1904,905,NJ,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)",Middlesex County (Northeast)--Carteret & North Woodbridge,122,0.0011,0.0011
34,1904,1902,NJ,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)",Union County (Northwest)--Summit & Cranford,4615,0.0417,0.0452
34,1904,1903,NJ,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)",Union County (Southwest)--Plainfield & Westfield,240,0.0022,0.002
34,1904,1904,NJ,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)","Union County (Southeast)--Linden, Rahway & Roselle",105617,0.9538,0.935
34,2001,2001,NJ,Burlington County (North)--Burlington City,Burlington County (North)--Burlington City,130787,0.9943,0.7967
34,2001,2002,NJ,Burlington County (North)--Burlington City,Burlington County (West Central),515,0.0039,0.0032
34,2001,2003,NJ,Burlington County (North)--Burlington City,Burlington County (South & East),133,0.001,0.001
34,2001,2101,NJ,Burlington County (North)--Burlington City,Camden County (North)--Camden & Gloucester Cities,4,0,0
34,2001,2303,NJ,Burlington County (North)--Burlington City,Mercer County (Southwest),102,0.0008,0.0007
34,2002,2001,NJ,Burlington County (West Central),Burlington County (North)--Burlington City,89,0.0006,0.0005
34,2002,2002,NJ,Burlington County (West Central),Burlington County (West Central),160724,0.9978,0.9949
34,2002,2003,NJ,Burlington County (West Central),Burlington County (South & East),45,0.0003,0.0003
34,2002,2104,NJ,Burlington County (West Central),Camden County (East Central)--Haddonfield Borough,213,0.0013,0.0018
34,2003,2001,NJ,Burlington County (South & East),Burlington County (North)--Burlington City,33290,0.1964,0.2028
34,2003,2002,NJ,Burlington County (South & East),Burlington County (West Central),153,0.0009,0.0009
34,2003,2003,NJ,Burlington County (South & East),Burlington County (South & East),135532,0.7998,0.9955
34,2003,2303,NJ,Burlington County (South & East),Mercer County (Southwest),488,0.0029,0.0034
34,2101,2101,NJ,Camden County (North)--Camden & Gloucester Cities,Camden County (North)--Camden & Gloucester Cities,118832,0.9846,0.9352
34,2101,2102,NJ,Camden County (North)--Camden & Gloucester Cities,Camden County (Central)--Lindenwold & Collingswood Boroughs,41,0.0003,0.0004
34,2101,2103,NJ,Camden County (North)--Camden & Gloucester Cities,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,1815,0.015,0.0107
34,2101,2104,NJ,Camden County (North)--Camden & Gloucester Cities,Camden County (East Central)--Haddonfield Borough,4,0,0
34,2102,2101,NJ,Camden County (Central)--Lindenwold & Collingswood Boroughs,Camden County (North)--Camden & Gloucester Cities,3558,0.0276,0.028
34,2102,2102,NJ,Camden County (Central)--Lindenwold & Collingswood Boroughs,Camden County (Central)--Lindenwold & Collingswood Boroughs,105321,0.8181,0.9882
34,2102,2103,NJ,Camden County (Central)--Lindenwold & Collingswood Boroughs,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,19565,0.152,0.1155
34,2102,2104,NJ,Camden County (Central)--Lindenwold & Collingswood Boroughs,Camden County (East Central)--Haddonfield Borough,299,0.0023,0.0025
34,2103,2002,NJ,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,Burlington County (West Central),54,0.0004,0.0003
34,2103,2102,NJ,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,Camden County (Central)--Lindenwold & Collingswood Boroughs,806,0.0054,0.0076
34,2103,2103,NJ,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,147503,0.9936,0.8704
34,2103,2201,NJ,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,Gloucester County (Northeast)--Woodbury City,83,0.0006,0.0006
34,2104,2002,NJ,Camden County (East Central)--Haddonfield Borough,Burlington County (West Central),109,0.0009,0.0007
34,2104,2101,NJ,Camden County (East Central)--Haddonfield Borough,Camden County (North)--Camden & Gloucester Cities,4677,0.0374,0.0368
34,2104,2102,NJ,Camden County (East Central)--Haddonfield Borough,Camden County (Central)--Lindenwold & Collingswood Boroughs,411,0.0033,0.0039
34,2104,2104,NJ,Camden County (East Central)--Haddonfield Borough,Camden County (East Central)--Haddonfield Borough,119854,0.9584,0.9957
34,2201,2103,NJ,Gloucester County (Northeast)--Woodbury City,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,582,0.0044,0.0034
34,2201,2201,NJ,Gloucester County (Northeast)--Woodbury City,Gloucester County (Northeast)--Woodbury City,131598,0.9956,0.9994
34,2202,2202,NJ,Gloucester County (South & West)--Glassboro Borough,Gloucester County (South & West)--Glassboro Borough,170492,0.9996,0.9993
34,2202,2501,NJ,Gloucester County (South & West)--Glassboro Borough,Salem & Cumberland (North) Counties--Bridgeton City,73,0.0004,0.0007
34,2301,2301,NJ,Mercer County (West Central)--Trenton City,Mercer County (West Central)--Trenton City,127893,0.9911,0.9981
34,2301,2302,NJ,Mercer County (West Central)--Trenton City,Mercer County (North)--Princeton Borough,621,0.0048,0.0054
34,2301,2303,NJ,Mercer County (West Central)--Trenton City,Mercer County (Southwest),522,0.004,0.0036
34,2302,902,NJ,Mercer County (North)--Princeton Borough,Middlesex County (Southwest),509,0.0034,0.0043
34,2302,2301,NJ,Mercer County (North)--Princeton Borough,Mercer County (West Central)--Trenton City,121,0.0008,0.0009
34,2302,2302,NJ,Mercer County (North)--Princeton Borough,Mercer County (North)--Princeton Borough,114784,0.7593,0.9939
34,2302,2303,NJ,Mercer County (North)--Princeton Borough,Mercer County (Southwest),35750,0.2365,0.2488
34,2303,2301,NJ,Mercer County (South),Mercer County (West Central)--Trenton City,121,0.0011,0.0009
34,2303,2302,NJ,Mercer County (South),Mercer County (North)--Princeton Borough,82,0.0008,0.0007
34,2303,2303,NJ,Mercer County (South),Mercer County (Southwest),106812,0.9981,0.7432
34,2400,102,NJ,Cumberland County (South)--Vineland & Millville Cities,Atlantic County (Outside Somers Point City)--West to Hammonton Town,83,0.0007,0.0007
34,2400,2401,NJ,Cumberland County (South)--Vineland & Millville Cities,Cumberland County (South)--Vineland & Millville Cities,112924,0.9944,0.9984
34,2400,2501,NJ,Cumberland County (South)--Vineland & Millville Cities,Salem & Cumberland (North) Counties--Bridgeton City,556,0.0049,0.0053
34,2500,2202,NJ,Salem & Cumberland (North) Counties--Bridgeton City,Gloucester County (South & West)--Glassboro Borough,121,0.0011,0.0007
34,2500,2401,NJ,Salem & Cumberland (North) Counties--Bridgeton City,Cumberland County (South)--Vineland & Millville Cities,118,0.0011,0.001
34,2500,2501,NJ,Salem & Cumberland (North) Counties--Bridgeton City,Salem & Cumberland (North) Counties--Bridgeton City,105257,0.9977,0.9941
34,2600,101,NJ,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City,"Atlantic County (East)--Atlantic City, Pleasantville, Northfield & Coast",249,0.0023,0.0017
34,2600,2601,NJ,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City,105732,0.9977,1
34,2903,1600,NJ,3402903,Sussex County,135,1,0.0009
34,3002,305,NJ,3403002,"Bergen County (East)--Tenafly, Park Ridge, Englewood City & Cresskill",279,1,0.0022
35,100,100,NM,Northwest New Mexico--Navajo Nation,Northwest New Mexico Navajo Nation,121123,0.957,0.9998
35,100,200,NM,Northwest New Mexico--Navajo Nation,"San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",5442,0.043,0.0541
35,100,800,NM,Northwest New Mexico--Navajo Nation,"Valencia County, Torrance County & East Mountain",6,0,0
35,200,200,NM,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities","San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",95142,1,0.9458
35,300,200,NM,North Central New Mexico,"San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",8,0.0001,0.0001
35,300,300,NM,North Central New Mexico,North Central New Mexico,125352,0.9993,0.9975
35,300,400,NM,North Central New Mexico,Eastern New Mexico,65,0.0005,0.0004
35,300,500,NM,North Central New Mexico,Santa Fe County New Mexico,12,0.0001,0.0001
35,300,600,NM,North Central New Mexico,Sandoval County New Mexico,3,0,0
35,300,800,NM,North Central New Mexico,"Valencia County, Torrance County & East Mountain",2,0,0
35,400,400,NM,Eastern Plains New Mexico,Eastern New Mexico,99585,1,0.6043
35,400,900,NM,Eastern Plains New Mexico,Southwest New Mexico,3,0,0
35,500,300,NM,Santa Fe County,North Central New Mexico,292,0.0019,0.0023
35,500,500,NM,Santa Fe County,Santa Fe County New Mexico,144462,0.9274,0.9999
35,500,800,NM,Santa Fe County,"Valencia County, Torrance County & East Mountain",11014,0.0707,0.0875
35,600,100,NM,Sandoval County,Northwest New Mexico Navajo Nation,11,0.0001,0.0001
35,600,300,NM,Sandoval County,North Central New Mexico,17,0.0001,0.0001
35,600,600,NM,Sandoval County,Sandoval County New Mexico,148733,0.997,0.9993
35,600,701,NM,Sandoval County,Albuquerque NW,392,0.0026,0.003
35,600,800,NM,Sandoval County,"Valencia County, Torrance County & East Mountain",24,0.0002,0.0002
35,700,600,NM,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo",Sandoval County New Mexico,98,0.001,0.0007
35,700,800,NM,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo","Valencia County, Torrance County & East Mountain",100076,0.999,0.7953
35,801,703,NM,Albuquerque City (Far Northeast Heights),Albuquerque Far NE,100928,0.974,1
35,801,704,NM,Albuquerque City (Far Northeast Heights),Albuquerque Near NE,2693,0.026,0.0263
35,802,704,NM,Albuquerque City (Near Northeast Heights),Albuquerque Near NE,99366,1,0.9718
35,803,704,NM,Albuquerque City (Southeast Heights),Albuquerque Near NE,188,0.0018,0.0018
35,803,705,NM,Albuquerque City (Southeast Heights),Albuquerque SE,105265,0.9982,0.9998
35,804,702,NM,Albuquerque City (Central) & Bernalillo County (North Valley),Albuquerque N Central,100993,0.9905,0.9999
35,804,705,NM,Albuquerque City (Central) & Bernalillo County (North Valley),Albuquerque SE,25,0.0002,0.0002
35,804,706,NM,Albuquerque City (Central) & Bernalillo County (North Valley),Albuquerque SW,941,0.0092,0.0083
35,805,701,NM,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter",Albuquerque NW,129598,0.9993,0.997
35,805,706,NM,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter",Albuquerque SW,93,0.0007,0.0008
35,806,702,NM,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley),Albuquerque N Central,6,0.0001,0.0001
35,806,706,NM,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley),Albuquerque SW,111716,0.9999,0.9908
35,900,100,NM,Southwest New Mexico,Northwest New Mexico Navajo Nation,9,0.0001,0.0001
35,900,800,NM,Southwest New Mexico,"Valencia County, Torrance County & East Mountain",14717,0.1411,0.117
35,900,900,NM,Southwest New Mexico,Southwest New Mexico,89541,0.8588,0.504
35,1001,1001,NM,Doña Ana County (Outer),Doña Ana County (Outer),99542,0.967,0.9593
35,1001,1002,NM,Doña Ana County (Outer),"Doña Ana County Central--Las Cruces, Mesilla Cities & University Park",3396,0.033,0.0293
35,1002,1001,NM,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park",Doña Ana County (Outer),4219,0.0362,0.0407
35,1002,1002,NM,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park","Doña Ana County Central--Las Cruces, Mesilla Cities & University Park",112404,0.9638,0.9707
35,1100,400,NM,Central Southeast New Mexico,Eastern New Mexico,65134,0.425,0.3952
35,1100,900,NM,Central Southeast New Mexico,Southwest New Mexico,88102,0.5749,0.4959
35,1100,1100,NM,Central Southeast New Mexico,Lea and Eddy County,22,0.0001,0.0002
35,1200,400,NM,Far Southeast New Mexico,Eastern New Mexico,13,0.0001,0.0001
35,1200,900,NM,Far Southeast New Mexico,Southwest New Mexico,2,0,0
35,1200,1100,NM,Far Southeast New Mexico,Lea and Eddy County,136747,0.9999,0.9998
36,100,100,NY,St. Lawrence County,St. Lawrence County,108388,0.9989,0.9988
36,100,500,NY,St. Lawrence County,Jefferson & Lewis Counties,117,0.0011,0.0008
36,200,200,NY,"Clinton, Franklin, Essex & Hamilton Counties","Clinton, Franklin, Essex & Hamilton Counties",169886,1,1
36,300,300,NY,Warren & Washington Counties,Warren & Washington Counties,127039,1,1
36,401,401,NY,Herkimer (North & Central) & Oneida (Outer) Counties,Herkimer (North & Central) & Oneida (Outer) Counties,109317,0.9962,0.9977
36,401,500,NY,Herkimer (North & Central) & Oneida (Outer) Counties,Jefferson & Lewis Counties,417,0.0038,0.0029
36,402,401,NY,Oneida County (Central)--Greater Utica & Rome Cities,Herkimer (North & Central) & Oneida (Outer) Counties,73,0.0004,0.0007
36,402,402,NY,Oneida County (Central)--Greater Utica & Rome Cities,Oneida County (Central)--Greater Utica & Rome Cities,164365,0.9996,1
36,403,403,NY,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties","Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",106270,1,0.9994
36,500,100,NY,Jefferson & Lewis Counties,St. Lawrence County,133,0.0009,0.0012
36,500,401,NY,Jefferson & Lewis Counties,Herkimer (North & Central) & Oneida (Outer) Counties,180,0.0013,0.0016
36,500,500,NY,Jefferson & Lewis Counties,Jefferson & Lewis Counties,142984,0.9978,0.9962
36,500,600,NY,Jefferson & Lewis Counties,Oswego County,8,0.0001,0.0001
36,503,2903,NY,3600503,Orange County (Southeast),42,1,0.0003
36,600,500,NY,Oswego County,Jefferson & Lewis Counties,16,0.0001,0.0001
36,600,600,NY,Oswego County,Oswego County,117507,0.9999,0.9999
36,701,701,NY,Onondaga County (Central)--Syracuse City,Onondaga County (Central)--Syracuse City,144190,0.9851,0.9702
36,701,703,NY,Onondaga County (Central)--Syracuse City,Onondaga County (Central)--Syracuse City (Outer),2174,0.0149,0.0132
36,702,702,NY,Onondaga County (North),Onondaga County (North),128395,0.9978,0.9991
36,702,703,NY,Onondaga County (North),Onondaga County (Central)--Syracuse City (Outer),268,0.0021,0.0016
36,702,704,NY,Onondaga County (North),Cayuga & Onondaga (South) Counties,10,0.0001,0.0001
36,703,701,NY,Onondaga County (Central)--Syracuse City (Outer),Onondaga County (Central)--Syracuse City,4436,0.0265,0.0298
36,703,702,NY,Onondaga County (Central)--Syracuse City (Outer),Onondaga County (North),121,0.0007,0.0009
36,703,703,NY,Onondaga County (Central)--Syracuse City (Outer),Onondaga County (Central)--Syracuse City (Outer),162297,0.9696,0.9846
36,703,704,NY,Onondaga County (Central)--Syracuse City (Outer),Cayuga & Onondaga (South) Counties,539,0.0032,0.0049
36,704,703,NY,Cayuga & Onondaga (South) Counties,Onondaga County (Central)--Syracuse City (Outer),89,0.0008,0.0005
36,704,704,NY,Cayuga & Onondaga (South) Counties,Cayuga & Onondaga (South) Counties,110245,0.9992,0.995
36,800,800,NY,Wayne & Seneca Counties,Wayne & Seneca & Yates Counties,125097,1,0.8347
36,901,901,NY,Monroe County (East),Monroe County (East),134718,0.9993,0.9904
36,901,906,NY,Monroe County (East),Monroe County (South),100,0.0007,0.0006
36,902,901,NY,Monroe County (Central)--Rochester City (East),Monroe County (East),157,0.0015,0.0012
36,902,902,NY,Monroe County (Central)--Rochester City (East),Monroe County (Central)--Rochester City (East),105846,0.9913,0.9998
36,902,903,NY,Monroe County (Central)--Rochester City (East),Monroe County (Central)--Rochester City (West),56,0.0005,0.0005
36,902,906,NY,Monroe County (Central)--Rochester City (East),Monroe County (South),717,0.0067,0.004
36,903,903,NY,Monroe County (Central)--Rochester City (West),Monroe County (Central)--Rochester City (West),105186,0.9976,0.9995
36,903,906,NY,Monroe County (Central)--Rochester City (West),Monroe County (South),251,0.0024,0.0014
36,904,904,NY,Monroe County (Central)--Greece & Gates Towns,Monroe County (Central)--Greece & Gates Towns,126093,1,1
36,905,905,NY,Monroe County (North & West),Monroe County (North & West),104966,1,1
36,906,901,NY,Monroe County (South),Monroe County (East),1151,0.0063,0.0085
36,906,902,NY,Monroe County (South),Monroe County (Central)--Rochester City (East),25,0.0001,0.0002
36,906,906,NY,Monroe County (South),Monroe County (South),180177,0.9935,0.9941
36,1000,1000,NY,Genesee & Orleans Counties,"Genesee, Orleans & Wyoming Counties",98731,1,0.709
36,1101,1101,NY,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,105708,1,1
36,1102,1102,NY,Niagara County (North & East),Niagara County (North & East),106958,1,1
36,1201,1201,NY,Erie County (Northwest),Erie County (Northwest),109154,1,1
36,1202,1202,NY,Erie County (North Central),Erie County (North Central),129595,1,1
36,1203,1203,NY,Erie County (Northeast),Erie County (Northeast),113381,1,1
36,1204,1204,NY,Erie County (Central),Erie County (Central),155302,1,0.9998
36,1205,1204,NY,Erie County (West Central)--Buffalo City (East),Erie County (Central),24,0.0002,0.0002
36,1205,1205,NY,Erie County (West Central)--Buffalo City (East),Erie County (West Central)--Buffalo City (East),157444,0.9974,1
36,1205,1206,NY,Erie County (West Central)--Buffalo City (East),Erie County (West Central)--Buffalo City (West),382,0.0024,0.0032
36,1206,1206,NY,Erie County (West Central)--Buffalo City (West),Erie County (West Central)--Buffalo City (West),120523,1,0.9968
36,1207,1207,NY,Erie County (South),Erie County (South),168431,1,1
36,1300,1000,NY,Livingston & Wyoming Counties,"Genesee, Orleans & Wyoming Counties",40531,0.3959,0.291
36,1300,1300,NY,Livingston & Wyoming Counties,Livingston & Ontario Counties,61834,0.6041,0.3548
36,1400,800,NY,Ontario & Yates Counties,Wayne & Seneca & Yates Counties,24774,0.1805,0.1653
36,1400,1300,NY,Ontario & Yates Counties,Livingston & Ontario Counties,112458,0.8195,0.6452
36,1500,403,NY,Madison & Cortland Counties,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",60,0.0005,0.0006
36,1500,1500,NY,Madison & Cortland Counties,Madison & Cortland Counties,114825,0.9995,1
36,1600,1600,NY,Fulton & Montgomery Counties,Fulton & Montgomery Counties,102856,1,1
36,1700,1700,NY,Schenectady County--Schenectady City,Schenectady County--Schenectady City,158061,1,1
36,1801,1801,NY,Saratoga County (South & Central),Saratoga County (South & Central),115247,1,1
