state,puma12,puma22,stab,PUMA12name,PUMA22name,pop20,afact,AFACT2
State code,PUMA (2012),PUMA (2022),State abbr.,PUMA12 name,PUMA22 name,Total population (2020 Census),puma12-to-puma22 allocation factor,puma22-to-puma12 allocation factor
12,9100,9102,FL,Okaloosa County,Okaloosa County (South),101123,0.4777,1
12,9300,2799,FL,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties","Southwest Heartland--DeSoto, Hardee, & Highlands (Northwest) Counties",130,0.0013,0.0009
12,9300,5199,FL,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties","Southeast Heartland--Hendry, Highlands (South & East), Glades, & Okeechobee Counties",102062,0.9987,0.9974
12,9501,9501,FL,Orange County (Northwest),Orange County (Northwest),150738,1,0.9988
12,9502,9501,FL,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",Orange County (Northwest),124,0.0009,0.0008
12,9502,9502,FL,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town","Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",144272,0.9991,0.9994
12,9503,6903,FL,Orange County (Southwest)--Disney-International Drive Region,Lake County (South),849,0.0049,0.0057
12,9503,9502,FL,Orange County (Southwest)--Disney-International Drive Region,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",90,0.0005,0.0006
12,9503,9503,FL,Orange County (Southwest)--Disney-International Drive Region,Orange County (Southwest)--Disney-International Drive Region,171600,0.9946,0.9952
12,9504,9504,FL,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle","Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUM",142845,1,0.8218
12,9505,9504,FL,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUM",357,0.0028,0.0021
12,9505,9505,FL,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,127153,0.9956,0.9999
12,9505,9507,FL,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",201,0.0016,0.0016
12,9506,9506,FL,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),117554,0.9996,1
12,9506,9507,FL,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",46,0.0004,0.0004
12,9507,9507,FL,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities","Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",120532,0.9995,0.989
12,9507,11701,FL,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",Seminole County (West),55,0.0005,0.0005
12,9508,9505,FL,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,16,0.0001,0.0001
12,9508,9508,FL,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park P,130199,0.9939,1
12,9508,11703,FL,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park,Seminole County (South Central),310,0.0024,0.0027
12,9508,11704,FL,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park,Seminole County (East),475,0.0036,0.0039
12,9509,9504,FL,Orange County (Southeast),"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUM",30507,0.1672,0.1755
12,9509,9509,FL,Orange County (Southeast),Orange County (Southeast),151969,0.8328,1
12,9510,901,FL,Orange County (Northeast),Brevard County (Northwest)--Titusville,788,0.0056,0.0076
12,9510,9504,FL,Orange County (Northeast),"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUM",103,0.0007,0.0006
12,9510,9510,FL,Orange County (Northeast),Orange County (Northeast),139626,0.9937,1
12,9701,9503,FL,Osceola County (West),Orange County (Southwest)--Disney-International Drive Region,833,0.0037,0.0048
12,9701,9701,FL,Osceola County (West),Osceola County (West),102907,0.4616,1
12,9701,9703,FL,Osceola County (West),Osceola County (West)--Kissimmee,119208,0.5347,0.6469
12,9702,9702,FL,Osceola County (East),Osceola County (East),101469,0.6093,1
12,9702,9703,FL,Osceola County (East),Osceola County (West)--Kissimmee,65072,0.3907,0.3531
12,9901,9901,FL,Palm Beach County (Northeast),Palm Beach County (Northeast),112671,0.9992,0.9811
12,9901,9902,FL,Palm Beach County (Northeast),Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,87,0.0008,0.0007
12,9902,9901,FL,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,Palm Beach County (Northeast),1256,0.0096,0.0109
12,9902,9902,FL,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,128317,0.9774,0.999
12,9902,9903,FL,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,13,0.0001,0.0001
12,9902,9911,FL,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,Palm Beach County (West)--Glades & Western Communities,1699,0.0129,0.0116
12,9903,9903,FL,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,164899,1,0.9999
12,9904,9904,FL,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),141109,0.9999,1
12,9904,9905,FL,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",14,0.0001,0.0001
12,9905,9905,FL,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City","Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",138240,0.9845,0.9868
12,9905,9906,FL,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",Palm Beach County (East Central)--Greater Boynton Beach City (North),2182,0.0155,0.013
12,9906,9905,FL,Palm Beach County (East Central)--Greater Boynton Beach City (North),"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",1841,0.0109,0.0131
12,9906,9906,FL,Palm Beach County (East Central)--Greater Boynton Beach City (North),Palm Beach County (East Central)--Greater Boynton Beach City (North),165901,0.9851,0.987
12,9906,9907,FL,Palm Beach County (East Central)--Greater Boynton Beach City (North),Palm Beach County (Southeast)--Greater Delray Beach City,675,0.004,0.0053
12,9907,9907,FL,Palm Beach County (Southeast)--Greater Delray Beach City,Palm Beach County (Southeast)--Greater Delray Beach City,127680,0.9866,0.9947
12,9907,9908,FL,Palm Beach County (Southeast)--Greater Delray Beach City,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,1733,0.0134,0.0141
12,9908,9908,FL,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,119932,1,0.9767
12,9909,1101,FL,Palm Beach County (West of Boca Raton City),"Broward County (NNW)--Coral Springs (North), Parkland, & Coconut Creek (North) Cities",472,0.0041,0.0046
12,9909,9908,FL,Palm Beach County (West of Boca Raton City),Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,1124,0.0098,0.0092
12,9909,9909,FL,Palm Beach County (West of Boca Raton City),Palm Beach County (West of Boca Raton City),113139,0.9861,1
12,9910,9910,FL,Palm Beach County (Central)--Wellington Village & Agricultural Reserve,Palm Beach County (Central)--Wellington Village & Agricultural Reserve,123347,1,0.9961
12,9911,9902,FL,Palm Beach County (West)--Glades & Western Communities,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,36,0.0002,0.0003
12,9911,9910,FL,Palm Beach County (West)--Glades & Western Communities,Palm Beach County (Central)--Wellington Village & Agricultural Reserve,485,0.0033,0.0039
12,9911,9911,FL,Palm Beach County (West)--Glades & Western Communities,Palm Beach County (West)--Glades & Western Communities,144430,0.9964,0.9884
12,10101,10101,FL,Pasco County (East Central),Pasco County (East Central),141442,0.9995,0.9853
12,10101,10104,FL,Pasco County (East Central),Pasco County (South),75,0.0005,0.0005
12,10102,10102,FL,Pasco County (West Central),Pasco County (West Central),120605,0.9863,0.964
12,10102,10103,FL,Pasco County (West Central),Pasco County (Gulf Coast),1282,0.0105,0.0091
12,10102,10104,FL,Pasco County (West Central),Pasco County (South),398,0.0033,0.0026
12,10103,10102,FL,Pasco County (Gulf Coast),Pasco County (West Central),3455,0.0242,0.0276
12,10103,10103,FL,Pasco County (Gulf Coast),Pasco County (Gulf Coast),139493,0.9758,0.9889
12,10104,5703,FL,Pasco County (South),Hillsborough County (Northwest),2104,0.0137,0.0128
12,10104,10101,FL,Pasco County (South),Pasco County (East Central),2116,0.0137,0.0147
12,10104,10102,FL,Pasco County (South),Pasco County (West Central),1045,0.0068,0.0084
12,10104,10103,FL,Pasco County (South),Pasco County (Gulf Coast),287,0.0019,0.002
12,10104,10104,FL,Pasco County (South),Pasco County (South),148531,0.964,0.9874
12,10301,10301,FL,Pinellas County (North),Pinellas County (North),124236,1,1
12,10302,10302,FL,Pinellas County (North Central),Pinellas County (North Central),111090,0.9968,0.9794
12,10302,10303,FL,Pinellas County (North Central),Pinellas County (Central)--Clearwater City (South & Central),361,0.0032,0.0032
12,10303,10303,FL,Pinellas County (Central)--Clearwater City (South & Central),Pinellas County (Central)--Clearwater City (South & Central),112202,0.9976,0.9968
12,10303,10304,FL,Pinellas County (Central)--Clearwater City (South & Central),Pinellas County (Central)--Greater Largo City,271,0.0024,0.0025
12,10304,10304,FL,Pinellas County (Central)--Greater Largo City,Pinellas County (Central)--Greater Largo City,109683,1,0.9975
12,10305,10305,FL,Pinellas County (West Central)--Greater Seminole City,Pinellas County (West Central)--Greater Seminole City,109376,0.9995,0.9905
12,10305,10306,FL,Pinellas County (West Central)--Greater Seminole City,Pinellas County (Central)--Greater Pinellas Park City,60,0.0005,0.0005
12,10306,10305,FL,Pinellas County (Central)--Greater Pinellas Park City,Pinellas County (West Central)--Greater Seminole City,1044,0.0089,0.0095
12,10306,10306,FL,Pinellas County (Central)--Greater Pinellas Park City,Pinellas County (Central)--Greater Pinellas Park City,116658,0.9896,0.9995
12,10306,10307,FL,Pinellas County (Central)--Greater Pinellas Park City,Pinellas County (Southeast)--St. Petersburg City (East),35,0.0003,0.0002
12,10306,10308,FL,Pinellas County (Central)--Greater Pinellas Park City,Pinellas County (South Central)--St. Petersburg City (West),149,0.0013,0.0013
12,10307,10307,FL,Pinellas County (Southeast)--St. Petersburg City (East),Pinellas County (Southeast)--St. Petersburg City (East),161306,1,0.9998
12,10308,10308,FL,Pinellas County (South Central)--St. Petersburg City (West),Pinellas County (South Central)--St. Petersburg City (West),112636,1,0.9987
12,10501,10501,FL,Polk County (Northwest),Polk County (Northwest),106678,0.55,1
12,10501,10505,FL,Polk County (Northwest),Polk County (North),87279,0.45,0.6955
12,10502,10502,FL,Polk County (Northeast),Polk County (Northeast),181221,0.8258,0.9992
12,10502,10503,FL,Polk County (Northeast),Polk County (Central),24,0.0001,0.0002
12,10502,10505,FL,Polk County (Northeast),Polk County (North),38205,0.1741,0.3044
12,10503,10502,FL,Polk County (Central),Polk County (Northeast),138,0.0009,0.0008
12,10503,10503,FL,Polk County (Central),Polk County (Central),151828,0.9979,0.9998
12,10503,10504,FL,Polk County (Central),Polk County (South),178,0.0012,0.0011
12,10504,10503,FL,Polk County (South),Polk County (Central),9,0.0001,0.0001
12,10504,10504,FL,Polk County (South),Polk County (South),159486,0.9999,0.9989
12,10700,10799,FL,Putnam & St. Johns (South) Counties,Putnam & St. Johns (South) Counties,106045,1,0.997
12,10900,10799,FL,St. Johns County (North),Putnam & St. Johns (South) Counties,317,0.0013,0.003
12,10900,10902,FL,St. Johns County (North),St. Johns County (Northwest),102475,0.4257,1
12,10900,10903,FL,St. Johns County (North),St. Johns County (Northeast),137909,0.5729,1
12,11101,11101,FL,St. Lucie County (North),St. Lucie County (North),88135,0.7807,0.8357
12,11101,11102,FL,St. Lucie County (North),St. Lucie County (Southeast),24758,0.2193,0.2378
12,11102,8500,FL,St. Lucie County (South),Martin County,21,0.0001,0.0001
12,11102,11101,FL,St. Lucie County (South),St. Lucie County (North),17325,0.0801,0.1643
12,11102,11102,FL,St. Lucie County (South),St. Lucie County (Southeast),79358,0.3668,0.7622
12,11102,11103,FL,St. Lucie County (South),St. Lucie County (Southwest),119650,0.553,1
12,11300,11300,FL,Santa Rosa County,Santa Rosa County,188000,1,1
12,11501,11501,FL,Sarasota County (North),Sarasota County (North),130579,1,1
12,11502,11502,FL,Sarasota County (Central & Gulf Coast),Sarasota County (Central & Gulf Coast),145690,1,0.9991
12,11503,11502,FL,Sarasota County (East),Sarasota County (Central & Gulf Coast),131,0.0008,0.0009
12,11503,11503,FL,Sarasota County (East),Sarasota County (East),157606,0.9992,1
12,11701,9507,FL,Seminole County (West),"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",1092,0.009,0.009
12,11701,11701,FL,Seminole County (West),Seminole County (West),120836,0.991,0.9995
12,11702,11702,FL,Seminole County (North Central),Seminole County (North Central),114488,1,1
12,11703,11703,FL,Seminole County (South Central),Seminole County (South Central),113157,1,0.9973
12,11704,11704,FL,Seminole County (East),Seminole County (East),121535,1,0.9961
12,12100,4798,FL,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties","Hamilton, Lafayette, Madison, Suwannee, & Taylor Counties",105468,1,1
12,12701,12701,FL,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town","Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",128161,1,1
12,12702,12702,FL,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",141101,1,0.9452
12,12703,12703,FL,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",141067,1,1
12,12704,12704,FL,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,135032,1,1
13,100,4400,GA,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,Southern Georgia Regional Commission (East & Central),51,0.0003,0.0003
13,100,4800,GA,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,150242,0.9997,1
13,200,4600,GA,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties","Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",126162,1,1
13,300,3400,GA,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties","Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",159935,1,1
13,401,4701,GA,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,169473,0.9998,0.9999
13,401,4702,GA,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUM,27,0.0002,0.0002
13,402,4701,GA,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City),Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,20,0.0002,0.0001
13,402,4702,GA,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City),Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUM,125771,0.9998,0.9998
13,500,4400,GA,Southern Georgia Regional Commission (East & Central),Southern Georgia Regional Commission (East & Central),169296,1,0.9997
13,600,4300,GA,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City P,118251,1,1
13,700,4200,GA,Southern Georgia Regional Commission (West),Southern Georgia Regional Commission (West),128900,1,1
13,800,4100,GA,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties","Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",112480,1,1
13,900,4000,GA,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,118953,1,1
13,1001,1403,GA,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,108281,0.8417,0.9996
13,1001,1404,GA,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North),20159,0.1567,0.1254
13,1001,1501,GA,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City,Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities,202,0.0016,0.0013
13,1002,1401,GA,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU,2776,0.0241,0.0196
13,1002,1402,GA,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta,112575,0.9759,0.7979
13,1003,1405,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (South) PUM,9486,0.0796,0.0654
13,1003,1406,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest),38974,0.3271,0.2553
13,1003,1407,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City,56646,0.4754,0.5236
13,1003,1408,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn,14043,0.1179,0.129
13,1004,1407,GA,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities,Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City,51544,0.3526,0.4764
13,1004,1408,GA,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn,94605,0.6472,0.8691
13,1004,2500,GA,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities,Three Rivers Regional Commission (North Central)--Coweta County,34,0.0002,0.0002
13,1005,701,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,Atlanta Regional Commission (Northeast)--Forsyth County (North),31,0.0002,0.0003
13,1005,1401,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU,139107,0.8297,0.9804
13,1005,1402,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta,28513,0.1701,0.2021
13,1006,1404,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North),140361,0.9961,0.8729
13,1006,1406,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest),334,0.0024,0.0022
13,1006,1501,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities,209,0.0015,0.0014
13,1006,1504,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,5,0,0
13,1007,1405,GA,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (South) PUM,123464,0.7989,0.8518
13,1007,1504,GA,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,31084,0.2011,0.2773
13,1008,1504,GA,Atlanta Regional Commission (Central)--DeKalb County (South),Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,48,0.0004,0.0004
13,1008,1505,GA,Atlanta Regional Commission (Central)--DeKalb County (South),Atlanta Regional Commission (Central)--DeKalb County (Southwest),87000,0.6758,0.7359
13,1008,1506,GA,Atlanta Regional Commission (Central)--DeKalb County (South),Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUM,41695,0.3239,0.3235
13,1100,3900,GA,Southwest Georgia Regional Commission (West & Central),Southwest Georgia Regional Commission (West & Central),120993,1,1
13,1200,4500,GA,Heart of Georgia Altamaha Regional Commission (Southeast),Heart of Georgia Altamaha Regional Commission (Southeast),152571,1,1
13,1300,3500,GA,Heart of Georgia Altamaha Regional Commission (North & West),Heart of Georgia Altamaha Regional Commission (North & West),140188,1,1
13,1400,2900,GA,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,Middle Georgia Regional Commission (North & Outside Bibb County),45,0.0003,0.0003
13,1400,3000,GA,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,156423,0.9997,0.9941
13,1500,3600,GA,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,173488,1,1
13,1600,2900,GA,Middle Georgia Regional Commission (North & Outside Bibb County),Middle Georgia Regional Commission (North & Outside Bibb County),178616,0.9949,0.997
13,1600,3000,GA,Middle Georgia Regional Commission (North & Outside Bibb County),Middle Georgia Regional Commission (Central)--Bibb County--Macon City,923,0.0051,0.0059
13,1700,3700,GA,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),1096,0.005,0.0072
13,1700,3800,GA,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU,216487,0.995,1
13,1800,3700,GA,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),151370,1,0.9928
13,1900,2800,GA,Three Rivers Regional Commission (East),Three Rivers Regional Commission (East),157829,1,1
13,2001,1503,GA,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan,Atlanta Regional Commission (Central)--DeKalb County (Central),42800,0.3054,0.3441
13,2001,1505,GA,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan,Atlanta Regional Commission (Central)--DeKalb County (Southwest),10150,0.0724,0.0859
13,2001,1506,GA,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan,Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUM,87176,0.6221,0.6765
13,2002,1503,GA,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities,Atlanta Regional Commission (Central)--DeKalb County (Central),37423,0.2684,0.3009
13,2002,1504,GA,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities,Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,80957,0.5805,0.7222
13,2002,1505,GA,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities,Atlanta Regional Commission (Central)--DeKalb County (Southwest),21074,0.1511,0.1783
13,2003,1502,GA,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker,"Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities",128440,0.7288,0.9943
13,2003,1503,GA,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker,Atlanta Regional Commission (Central)--DeKalb County (Central),44145,0.2505,0.355
13,2003,1606,GA,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City,3295,0.0187,0.0249
13,2003,1607,GA,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUM,357,0.002,0.0026
13,2004,1403,GA,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,40,0.0003,0.0004
13,2004,1404,GA,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North),270,0.0018,0.0017
13,2004,1501,GA,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities,150989,0.998,0.9956
13,2100,2400,GA,Three Rivers Regional Commission (North Central)--Coweta County,Atlanta Regional Commission (South Central)--Fayette County,1617,0.0111,0.0135
13,2100,2500,GA,Three Rivers Regional Commission (North Central)--Coweta County,Three Rivers Regional Commission (North Central)--Coweta County,144487,0.9878,0.9933
13,2100,2700,GA,Three Rivers Regional Commission (North Central)--Coweta County,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",170,0.0012,0.0017
13,2200,2500,GA,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",Three Rivers Regional Commission (North Central)--Coweta County,20,0.0002,0.0001
13,2200,2700,GA,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",101281,0.9998,0.9983
13,2300,2600,GA,Three Rivers Regional Commission (Northwest)--Carroll County,Three Rivers Regional Commission (Northwest)--Carroll County,119148,1,1
13,2400,2400,GA,Atlanta Regional Commission (South Central)--Fayette County,Atlanta Regional Commission (South Central)--Fayette County,118270,0.9922,0.9865
13,2400,2500,GA,Atlanta Regional Commission (South Central)--Fayette County,Three Rivers Regional Commission (North Central)--Coweta County,924,0.0078,0.0064
13,2500,1000,GA,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",171356,1,1
13,2600,100,GA,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUM",176742,1,1
13,2700,200,GA,Northwest Georgia Regional Commission (North Central)--Whitfield County,Northwest Georgia Regional Commission (North Central)--Whitfield County,102864,1,1
13,2800,300,GA,Northwest Georgia Regional Commission (Northeast),Northwest Georgia Regional Commission (Northeast),186885,1,0.9972
13,2900,300,GA,Northwest Georgia Regional Commission (East Central)--Bartow County,Northwest Georgia Regional Commission (Northeast),520,0.0047,0.0028
13,2900,900,GA,Northwest Georgia Regional Commission (East Central)--Bartow County,Northwest Georgia Regional Commission (East Central)--Bartow County,108901,0.9914,1
13,2900,1301,GA,Northwest Georgia Regional Commission (East Central)--Bartow County,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,422,0.0038,0.0031
13,3001,1303,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,153060,1,0.9999
13,3002,801,GA,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City,6,0,0.0001
